file,f0,duration,label,group,color,number,cutoff,f11,f21,f31,f12,f22,f32,f13,f23,f33,f14,f24,f34,f15,f25,f35
common_voice_sq_38022135-39-004_0024,146.2,0.056,ɑ,25,Magenta,48,4700,487,1682,1907,538,1724,1981,566,1799,2077,559,1865,2173,547,1953,2185
common_voice_sq_38022135-39-004_0025,138,0.054,i,19,Red,49,4700,530,2068,2276,521,2033,2295,474,2033,2349,442,1952,2410,462,1910,2380
common_voice_sq_38022135-39-004_0026,129.6,0.142,i,19,Red,50,5450,244,2450,3410,249,2512,3570,249,2354,3571,247,1936,3561,278,1884,3455
common_voice_sq_38022135-39-006_0001,153.6,0.056,ɑ,25,Magenta,51,4700,448,1764,2308,577,1843,2221,743,1751,2254,712,1684,2257,665,1671,2228
common_voice_sq_38022135-39-006_0002,0,0.032,ɑ,25,Magenta,52,5750,786,1660,2516,821,1636,2530,740,1597,2473,783,1599,2487,763,1597,2514
common_voice_sq_38022135-39-006_0003,187.8,0.072,ɑ,25,Magenta,53,5000,571,1374,2469,446,1493,2359,383,1524,2392,385,1583,2478,360,1479,2433
common_voice_sq_38022135-39-006_0004,179,0.054,i,19,Red,54,5450,380,1225,2541,363,1231,2649,362,1196,2682,362,1240,2597,363,1338,2547
common_voice_sq_38022135-39-006_0005,146.9,0.07,ɑ,25,Magenta,55,5300,485,1226,2383,584,1454,2393,589,1681,2494,562,1841,2464,467,1849,2093
common_voice_sq_38022135-39-006_0006,149.8,0.038,ɑ,25,Magenta,56,6350,467,1974,3497,525,1883,3185,578,1838,2924,623,1824,2890,624,1816,2950
common_voice_sq_38022135-39-006_0007,168.6,0.136,i,19,Red,57,7400,273,2260,3402,331,2540,3509,335,2577,3598,336,2526,3645,334,2470,3596
common_voice_sq_38022135-39-006_0008,155,0.07,i,19,Red,58,6800,290,2506,3581,306,2502,3594,274,2500,3600,302,2471,3549,303,2426,3551
common_voice_sq_38022135-39-006_0009,139.8,0.036,ɑ,25,Magenta,59,5150,455,1151,2467,507,1256,2450,527,1349,2476,545,1486,2477,541,1566,2416
common_voice_sq_38022135-39-006_0010,130.4,0.038,i,19,Red,60,7550,468,2380,3702,424,2451,3793,340,2208,3910,294,2184,3892,355,2347,3811
common_voice_sq_38022135-39-006_0011,134.5,0.114,ɛ,28,Purple,61,4700,416,2048,2238,435,2153,2220,444,2241,2619,485,2187,2388,501,1974,2299
common_voice_sq_38022135-39-006_0012,121,0.098,ɑ,25,Magenta,62,6050,446,1209,2529,418,1458,2357,403,1490,2253,406,1414,2365,323,1499,2407
common_voice_sq_38022135-39-008_0001,164.2,0.052,i,19,Red,63,4700,330,2200,2894,243,2185,2639,294,2337,2536,333,2343,2506,339,2330,2382
common_voice_sq_38022135-39-008_0002,179.3,0.05,ɑ,25,Magenta,64,6050,538,1712,2540,675,1747,2576,736,1760,2630,757,1758,2575,795,1737,2541
common_voice_sq_38022135-39-008_0003,191.8,0.142,ɑ,25,Magenta,65,4700,318,1316,1893,563,1236,1832,648,1504,1845,650,1506,1869,787,1508,2067
common_voice_sq_38022135-39-008_0004,168.3,0.126,ɑ,25,Magenta,66,5450,1015,1614,2464,982,1537,2500,1094,1561,2499,1022,1558,2401,863,1486,2345
common_voice_sq_38022135-39-008_0005,183.4,0.134,ɑ,25,Magenta,67,6200,654,1329,2513,746,1431,2502,745,1474,2557,774,1521,2551,776,1674,2784
common_voice_sq_38022135-39-008_0006,185.3,0.04,ɔ,30,Navy,68,6050,437,1737,2627,420,1565,2630,405,1537,2575,402,1517,2602,392,1523,2603
common_voice_sq_38022135-39-008_0007,144.9,0.036,u,23,Olive,69,5450,374,1286,2180,353,1190,2273,342,1197,2468,340,1196,2639,323,1232,2460
common_voice_sq_38022135-39-008_0008,186.5,0.15,ɑ,25,Magenta,70,6050,478,1885,2558,582,1716,2509,649,1578,2431,679,1531,2367,658,1540,2396
common_voice_sq_38022135-39-008_0009,182.3,0.168,ɔ,30,Navy,71,5300,424,1408,2052,417,1176,2169,460,1194,2143,454,1190,2092,425,1300,2108
common_voice_sq_38022135-39-008_0010,176.8,0.128,ɑ,25,Magenta,72,5900,580,1650,2334,712,1657,2411,724,1620,2460,712,1638,2452,630,1675,2413
common_voice_sq_38022135-39-008_0011,167.6,0.104,i,19,Red,73,4700,370,1305,2541,374,1373,2652,359,1339,2620,353,1358,2572,391,1301,2548
common_voice_sq_38022135-39-008_0012,151.9,0.052,ɑ,25,Magenta,74,5750,506,1700,2561,594,1744,2444,601,1640,2337,598,1579,2410,553,1451,2496
common_voice_sq_38022135-39-008_0013,158.1,0.1,u,23,Olive,75,6050,346,1197,2928,396,807,2806,387,650,2925,365,788,2857,395,933,2698
common_voice_sq_38022135-39-008_0014,145.7,0.094,ɑ,25,Magenta,76,5600,569,1526,2375,632,1592,2447,663,1652,2449,649,1720,2410,559,1732,2336
common_voice_sq_38022135-39-008_0015,138.4,0.046,i,19,Red,77,6950,277,2324,3854,293,2352,3875,293,2356,3576,308,2375,3547,320,2311,3463
common_voice_sq_38022135-39-008_0016,130.1,0.09,ɔ,30,Navy,78,5000,484,937,2331,501,867,2231,497,936,2391,502,1004,2458,476,1109,2286
common_voice_sq_38022135-39-010_0001,162.3,0.046,ɑ,25,Magenta,79,5450,1026,1591,2457,804,1599,2441,726,1726,2478,711,1737,2500,671,1788,2491
common_voice_sq_38022135-39-010_0002,244.7,0.162,u,23,Olive,80,5150,360,1321,2261,470,1468,2779,507,1370,2931,490,804,2747,496,1046,2603
common_voice_sq_38022135-39-010_0003,229.5,0.13,ɑ,25,Magenta,81,6350,616,1293,2542,638,1438,2482,700,1625,2467,770,1642,2476,696,1845,2690
common_voice_sq_38022135-39-010_0004,176.4,0.062,ɑ,25,Magenta,82,6200,568,2051,2567,582,1936,2548,602,1922,2736,584,1865,2850,528,1973,2801
common_voice_sq_38022135-39-010_0005,174.3,0.052,ɑ,25,Magenta,83,5000,504,1537,2129,540,1511,2077,527,1459,2091,491,1363,2233,495,1260,2495
common_voice_sq_38022135-39-010_0006,159.4,0.094,u,23,Olive,84,5900,490,1175,2795,463,1229,2853,416,1265,2948,410,1236,2887,421,1199,2879
common_voice_sq_38022135-39-010_0007,152.5,0.048,i,19,Red,85,6800,527,2499,3956,364,2410,3908,356,2385,3829,442,2354,3230,464,2276,2874
common_voice_sq_38022135-39-010_0008,143,0.124,ɑ,25,Magenta,86,6200,530,2104,2621,623,1988,2610,670,1895,2641,703,1869,2549,685,1860,2554
common_voice_sq_38022135-39-010_0009,183.8,0.138,ɑ,25,Magenta,87,6050,690,1744,2485,699,1698,2434,750,1639,2478,672,1632,2506,631,1697,2618
common_voice_sq_38022135-39-010_0010,175.4,0.094,i,19,Red,88,5150,354,1379,2423,382,1312,2424,354,1625,2403,365,1860,2360,479,1892,2239
common_voice_sq_38022135-39-010_0011,165.1,0.264,ɑ,25,Magenta,89,6350,619,2005,2700,685,1804,2557,716,1693,2472,718,1619,2473,652,1725,2557
common_voice_sq_38022135-39-010_0012,201.7,0.142,i,19,Red,90,6200,356,2173,2956,372,2393,3149,320,2510,3226,351,2580,3426,347,2536,3231
common_voice_sq_38022135-39-010_0013,190.4,0.204,i,19,Red,91,6950,322,2645,3507,389,2598,3543,395,2590,3555,352,2586,3537,343,2565,3453
common_voice_sq_38022135-39-010_0014,155.6,0.036,ɑ,25,Magenta,92,6200,591,2040,2818,620,1978,2672,599,1877,2635,595,1816,2726,597,1727,2687
common_voice_sq_38022135-39-010_0015,155.6,0.07,u,23,Olive,93,6050,589,2108,2984,419,2124,3020,379,1985,2966,411,1438,2573,438,1033,2336
common_voice_sq_38022135-39-010_0016,143.8,0.048,ɑ,25,Magenta,94,6350,576,1182,2558,579,1293,2556,578,1513,2538,571,1648,2525,564,1786,2469
common_voice_sq_38022135-39-010_0017,184.4,0.12,ɔ,30,Navy,95,4700,470,1618,2442,477,1169,2342,497,1127,2307,499,1149,2292,502,1244,2326
common_voice_sq_38022135-39-010_0018,168.2,0.182,ɑ,25,Magenta,96,5750,538,1670,2529,680,1665,2496,721,1649,2456,709,1680,2478,715,1766,2517
common_voice_sq_38022135-39-010_0019,110.5,0.18,ɑ,25,Magenta,97,5450,684,1640,2336,751,1843,2519,712,1697,2413,743,1669,2540,668,1655,2540
common_voice_sq_38022135-39-010_0020,176.5,0.19,i,19,Red,98,5000,350,1525,2563,344,1375,2500,339,1362,2491,372,1522,2465,377,1803,2319
common_voice_sq_38022135-39-010_0021,166.1,0.116,ɑ,25,Magenta,99,5300,526,2074,2180,562,1899,2473,642,1825,2521,661,1863,2503,632,1953,2459
common_voice_sq_38022135-39-010_0022,155.1,0.084,i,19,Red,100,6350,499,2164,2353,487,2237,2725,556,2322,3129,546,2336,3361,333,2253,3103
common_voice_sq_38022135-39-010_0023,182.9,0.076,ɑ,25,Magenta,101,5900,492,1247,2560,607,1292,2423,597,1518,2322,548,1812,2392,502,1966,2175
common_voice_sq_38022135-39-010_0024,170.6,0.05,ɑ,25,Magenta,102,7100,857,1959,3748,612,1888,3245,541,1724,3290,533,1541,3275,606,1637,3127
common_voice_sq_38022135-39-010_0025,182.2,0.068,u,23,Olive,103,4700,394,1345,2235,382,963,1877,374,782,2024,383,1510,1828,405,1625,2068
common_voice_sq_38022135-39-010_0026,179.8,0.112,ɔ,30,Navy,104,7400,446,1627,3224,405,1518,3330,486,2011,3633,524,2067,3670,553,1855,3741
common_voice_sq_38022135-39-010_0027,160.4,0.076,ɑ,25,Magenta,105,5300,361,1562,2148,548,1687,2359,621,1795,2428,594,1872,2435,520,1928,2419
common_voice_sq_38022135-39-010_0028,163.7,0.056,i,19,Red,106,4700,618,1672,2368,408,1600,2318,321,1730,2387,321,1742,2411,327,1543,2418
common_voice_sq_38022135-39-010_0029,165.3,0.044,ɑ,25,Magenta,107,5750,595,1998,2606,456,2078,2487,500,2089,2450,514,2076,2428,564,2047,2422
common_voice_sq_38022135-39-010_0030,151.5,0.08,ɛ,28,Purple,108,5600,557,2061,2432,566,2121,2452,469,2132,2515,435,2183,2469,428,2170,2564
common_voice_sq_38022135-39-010_0031,147.9,0.076,ɔ,30,Navy,109,6800,476,1583,2490,455,1463,2477,456,1283,2370,447,1490,2439,430,1656,2644
common_voice_sq_38022135-39-010_0032,182.5,0.098,i,19,Red,110,4850,337,1553,2476,350,1992,2479,359,2307,2458,355,1998,2467,369,1893,2447
common_voice_sq_38022135-39-010_0033,172.8,0.132,ɔ,30,Navy,111,6500,433,1614,2619,492,1311,2665,463,1194,2665,483,1225,2635,461,1410,2635
common_voice_sq_38022135-39-010_0034,153.5,0.1,ɑ,25,Magenta,112,6050,713,1454,2427,819,1433,2363,804,1417,2367,784,1385,2433,659,1285,2434
common_voice_sq_38022135-39-010_0035,152.5,0.122,ɔ,30,Navy,113,6200,525,1268,2399,505,914,2210,488,930,2343,553,1047,2507,579,1143,2557
common_voice_sq_38022135-39-010_0036,130.1,0.09,ɑ,25,Magenta,114,5300,646,1227,2470,730,1345,2441,725,1489,2400,710,1604,2396,676,1727,2047
common_voice_sq_38022135-39-010_0037,157.6,0.23,i,19,Red,115,5600,374,1335,2440,395,1450,2504,951,1947,2689,1099,1739,2713,1224,1632,2632
